user_id	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
ur6925	2018-12-17 06:32:42.978790+00:00	2018-12-17 06:40:32+00:00	2018-12-17 05:46:32+00:00	2018-12-17 06:51:03+00:00	2018-12-17 05:46:49+00:00	2018-12-17 06:50:49+00:00
ur7799						
ur7921						
ur7172						
ur5241	2018-12-17 07:15:53.895270+00:00	2018-12-17 07:27:10.500000+00:00	2018-12-17 06:28:55+00:00	2018-12-17 07:32:11+00:00	2018-12-17 06:51:04.075000+00:00	2018-12-17 07:32:05+00:00
ur4139	2018-12-17 07:01:24.722723+00:00	2018-12-17 07:06:02+00:00	2018-12-17 06:35:36.550000+00:00	2018-12-17 07:11:59+00:00	2018-12-17 06:40:35+00:00	2018-12-17 07:11:53+00:00
ur9024						
ur6386						
ur0929						
ur6004	2018-12-17 06:29:21.250000+00:00	2018-12-17 06:25:30.500000+00:00	2018-12-17 05:43:49.575000+00:00	2018-12-17 07:05:13+00:00	2018-12-17 05:48:23.225000+00:00	2018-12-17 07:04:00.305000+00:00
ur0533	2018-12-17 06:41:27.484014+00:00	2018-12-17 06:48:06+00:00	2018-12-17 06:05:52.125000+00:00	2018-12-17 06:56:31+00:00	2018-12-17 06:13:48+00:00	2018-12-17 06:56:05+00:00
ur3100	2018-12-17 06:21:12.533088+00:00	2018-12-17 06:26:12+00:00	2018-12-17 05:52:47+00:00	2018-12-17 06:38:53.225000+00:00	2018-12-17 05:58:49.735000+00:00	2018-12-17 06:38:14.475000+00:00
ur1664	2018-12-17 05:35:11.437557+00:00	2018-12-17 05:29:32+00:00	2018-12-17 05:05:12+00:00	2018-12-17 06:31:50+00:00	2018-12-17 05:05:54+00:00	2018-12-17 06:24:14+00:00
ur1996	2018-12-17 06:08:33.425896+00:00	2018-12-17 06:11:38+00:00	2018-12-17 05:42:27+00:00	2018-12-17 06:23:19+00:00	2018-12-17 05:47:24+00:00	2018-12-17 06:23:04+00:00
ur4842	2018-12-17 05:47:42.279976+00:00	2018-12-17 05:47:49+00:00	2018-12-17 04:47:15.025000+00:00	2018-12-17 06:36:02+00:00	2018-12-17 04:56:16.680000+00:00	2018-12-17 06:34:22+00:00
ur0679	2018-12-17 06:27:20.154167+00:00	2018-12-17 06:31:27+00:00	2018-12-17 06:00:24.350000+00:00	2018-12-17 06:46:25+00:00	2018-12-17 06:03:31.690000+00:00	2018-12-17 06:45:53.885000+00:00
ur2252	2018-12-17 06:14:20.655577+00:00	2018-12-17 06:20:34+00:00	2018-12-17 05:45:51+00:00	2018-12-17 06:29:45+00:00	2018-12-17 05:50:10.050000+00:00	2018-12-17 06:29:44+00:00
ur7863	2018-12-17 06:16:03.524194+00:00	2018-12-17 06:21:58+00:00	2018-12-17 05:52:51.600000+00:00	2018-12-17 06:31:19+00:00	2018-12-17 05:53:54.455000+00:00	2018-12-17 06:31:13.635000+00:00
ur0708	2018-12-17 06:44:39.928803+00:00	2018-12-17 06:46:37+00:00	2018-12-17 06:22:43+00:00	2018-12-17 07:02:01+00:00	2018-12-17 06:26:53+00:00	2018-12-17 07:01:09.885000+00:00
ur5489						
ur3161	2018-12-17 06:34:01.146453+00:00	2018-12-17 06:39:08+00:00	2018-12-17 06:00:40.500000+00:00	2018-12-17 06:46:24+00:00	2018-12-17 06:04:27.080000+00:00	2018-12-17 06:45:51+00:00
ur4989	2018-12-17 06:58:59.352174+00:00	2018-12-17 07:05:11+00:00	2018-12-17 06:29:32.950000+00:00	2018-12-17 07:15:17.525000+00:00	2018-12-17 06:34:43.015000+00:00	2018-12-17 07:15:02+00:00
ur7717	2018-12-17 06:28:59.783784+00:00	2018-12-17 06:32:50+00:00	2018-12-17 05:53:07.250000+00:00	2018-12-17 06:49:16+00:00	2018-12-17 06:01:12.270000+00:00	2018-12-17 06:48:42.745000+00:00
ur8247						
ur3528	2018-12-17 06:15:56.554745+00:00	2018-12-17 06:19:10+00:00	2018-12-17 05:50:14.800000+00:00	2018-12-17 06:27:11+00:00	2018-12-17 05:58:26.120000+00:00	2018-12-17 06:27:01.640000+00:00
ur0549						
ur7999						
ur0432	2018-12-17 07:05:35.634820+00:00	2018-12-17 07:13:03+00:00	2018-12-17 06:23:16+00:00	2018-12-17 07:25:37+00:00	2018-12-17 06:30:36.360000+00:00	2018-12-17 07:25:16+00:00
ur1603						
ur6577						
ur8564	2018-12-17 06:49:08.389937+00:00	2018-12-17 06:43:35+00:00	2018-12-17 06:30:10.550000+00:00	2018-12-17 07:41:08.200000+00:00	2018-12-17 06:32:16.010000+00:00	2018-12-17 07:06:37+00:00
ur9070	2018-12-17 06:34:57.899306+00:00	2018-12-17 06:32:28+00:00	2018-12-17 06:13:01.875000+00:00	2018-12-17 07:04:22+00:00	2018-12-17 06:15:31.790000+00:00	2018-12-17 07:03:40+00:00
ur0889	2018-12-17 06:35:25.576271+00:00	2018-12-17 06:39:47.500000+00:00	2018-12-17 05:59:54+00:00	2018-12-17 06:46:25+00:00	2018-12-17 06:13:56+00:00	2018-12-17 06:46:06+00:00
ur4797	2018-12-17 06:58:18.901198+00:00	2018-12-17 07:02:00.500000+00:00	2018-12-17 06:19:32+00:00	2018-12-17 07:33:38.675000+00:00	2018-12-17 06:21:49+00:00	2018-12-17 07:32:03.375000+00:00
ur5887	2018-12-17 06:34:01.587561+00:00	2018-12-17 06:38:06+00:00	2018-12-17 06:03:42+00:00	2018-12-17 06:49:04+00:00	2018-12-17 06:09:53.950000+00:00	2018-12-17 06:48:45.150000+00:00
ur6133	2018-12-17 06:26:09.367897+00:00	2018-12-17 06:30:46+00:00	2018-12-17 05:56:51.250000+00:00	2018-12-17 06:38:54+00:00	2018-12-17 06:03:17.850000+00:00	2018-12-17 06:38:40+00:00
ur0548	2018-12-17 06:41:46.845972+00:00	2018-12-17 06:39:40+00:00	2018-12-17 05:45:01+00:00	2018-12-17 07:24:07.925000+00:00	2018-12-17 05:56:37+00:00	2018-12-17 07:22:27.795000+00:00
ur5803	2018-12-17 07:16:17.317930+00:00	2018-12-17 07:21:14+00:00	2018-12-17 06:39:14+00:00	2018-12-17 07:38:59.500000+00:00	2018-12-17 06:48:39.800000+00:00	2018-12-17 07:38:04.100000+00:00
